assembly_accession	origin	terminus	length
GCF_014352935.1	14500	1006070	2020388
GCF_003939045.1	1876210	914010	1877752
GCF_004088395.1	2252510	1184690	2253590
GCF_001720485.1	3620	2169290	4176400
GCF_006088775.1	1983740	986140	1986154
GCF_900475915.1	225610	1223110	1988850
GCF_002762195.1	320	1725660	3563314
GCF_004006375.1	2217070	579680	3353346
GCF_009834365.1	1188520	2882240	3527401
GCF_003351665.1	2069640	914650	2321871
GCF_005221305.1	1889870	815830	2195659
GCF_000755765.1	1850320	6800	4056147
GCF_000755825.1	548820	2563070	4058409
GCF_000756085.1	1662060	3517100	4092738
GCF_000756105.1	2115450	106530	4099163
GCF_000756125.1	1742870	3736430	3985223
GCF_000756145.1	2990	1934100	3984293
GCF_000756165.1	2331370	286540	4019546
GCF_000757015.2	591670	2564780	3976798
GCF_000763555.1	4097860	2118130	4125094
GCF_000770565.1	3089840	1001450	4228716
GCF_000953095.1	4039100	2085760	4044293
GCF_000954175.1	4001240	2017980	4006427
GCF_000959305.1	2494150	565270	3915257
GCF_001277875.1	4033270	2093910	4038504
GCF_001277895.1	4033610	2094190	4038845
GCF_001277975.1	421460	2397190	4028032
GCF_001318245.1	2814950	759160	4112209
GCF_001695715.1	2981120	748220	4061776
GCF_001695735.1	2980470	747870	4059297
GCF_001885195.1	91020	2037830	4090973
GCF_001887555.1	86560	2069130	4054259
GCF_001887575.1	86560	2069050	4054192
GCF_001974745.1	1593260	3590450	3991583
GCF_001975065.1	1578070	3575190	3976360
GCF_001975085.1	1652530	3651070	4050877
GCF_001975105.1	1654060	3667870	4067698
GCF_001975125.1	1606210	3650270	4056633
GCF_001975145.1	1606330	3651630	4056707
GCF_002110925.1	2034960	361510	3160879
GCF_002110945.1	2700360	770310	4195298
GCF_002110965.1	2910390	767650	4224888
GCF_002110985.1	2037410	4004890	4080340
GCF_002111005.1	3264830	1658830	3267867
GCF_002111025.1	3466920	1353540	4077823
GCF_002111045.1	2076670	156180	4056450
GCF_002111065.1	1079770	2585890	3233516
GCF_002111085.1	1542390	3549920	4121819
GCF_002111105.1	481960	2641500	4149750
GCF_002111125.1	4026240	2206710	4032598
GCF_002111145.1	597370	2648870	4047168
GCF_002111165.1	2323710	360510	4099199
GCF_002111185.1	892870	2954000	4104810
GCF_002111205.1	1617770	12250	3078985
GCF_002111225.1	2147370	176050	4012048
GCF_002111245.1	1379670	3166860	3267789
GCF_002111265.1	1336110	3449480	4077668
GCF_002111285.1	2258630	170840	4191431
GCF_002111305.1	1004260	3167730	4121864
GCF_002111325.1	2624100	656090	4027562
GCF_002111345.1	817300	2535500	3144330
GCF_002111365.1	908330	2373700	3248554
GCF_002111385.1	2456820	912690	3269674
GCF_002843645.1	86190	2058390	4019555
GCF_002860065.1	2974220	956160	4091945
GCF_003445415.1	1863790	3874090	4033039
GCF_003546995.3	2300	1976350	4098130
GCF_003547015.1	4061310	2017440	4066496
GCF_003547035.1	3981760	2003600	3987008
GCF_003547055.1	4008090	2022080	4013273
GCF_003606245.1	3734530	1728510	4075641
GCF_003798245.1	3639480	1580290	4098323
GCF_003798265.1	1094730	3078080	4007610
GCF_003798365.1	479270	2225400	3176440
GCF_003852635.1	2461200	436200	4022704
GCF_004323015.1	3854440	1862040	3859639
GCF_004323035.1	3847640	1859310	3852886
GCF_004348055.1	3849750	1835820	3854943
GCF_004348075.1	3845450	1834550	3850633
GCF_004367665.1	3836800	1833170	3842045
GCF_004367685.1	3850390	1851460	3855598
GCF_004367705.1	3842460	1834610	3847660
GCF_004367725.1	3837410	1833900	3842655
GCF_004526325.1	3861080	1860240	3866281
GCF_004842085.1	90390	1842200	3800466
GCF_006542565.1	2076550	156020	4056412
GCF_006542585.1	2076670	156020	4056550
GCF_008728255.1	3435490	1495970	3932929
GCF_008728275.1	3440200	1501010	3932431
GCF_008728295.1	3500920	1505930	3934903
GCF_008728315.1	1950370	3888410	3931933
GCF_008728335.1	1416130	3409860	3933419
GCF_008728355.1	854650	2796660	3931555
GCF_008728375.1	1372010	3311820	3933317
GCF_009749345.1	2657090	676970	4009467
GCF_016864355.1	2052140	4035120	4166395
GCF_017356705.1	6335560	2273580	7387439
GCF_017356725.1	6335510	2274090	7387707
GCF_017378155.1	86000	2103540	4046673
GCF_017378195.1	85890	2157080	4117487
GCF_017378235.1	1421510	3421590	3924767
GCF_017378275.1	85950	2082040	4071067
GCF_017378315.1	2458190	6519040	7386305
GCF_017378355.1	1543980	3584900	4049558
GCF_017378435.1	85990	2118670	4044757
GCF_018228345.1	86020	2001560	3947811
GCF_018228385.1	85990	2005530	3990066
GCF_018228525.1	86020	2060910	3995906
GCF_018228545.1	84490	2001490	3944884
GCF_018228565.1	86060	2001580	3945139
GCF_018228585.1	2179180	3977450	3985679
GCF_018228605.1	86000	2037340	3985970
GCF_902141795.1	3981760	2003600	3987008
GCF_902141805.1	4092940	2100370	4098130
GCF_902141815.1	4061310	2017440	4066496
GCF_902141835.1	4008090	2022080	4013273
GCF_014109745.1	4952710	1821170	6433667
GCF_016725465.1	6136200	2930250	6551860
GCF_016725865.1	3844070	815550	6021868
GCF_016725925.1	5790700	2594230	6293057
GCF_016726045.1	1959880	4814810	5655653
GCF_016894225.1	5435800	2529820	5965850
GCF_013340845.1	52090	1306410	2491293
GCF_008704555.1	7530780	3361110	7581562
GCF_002080395.1	1752930	857250	1758726
GCF_004345065.1	1291560	409900	1811183
GCF_000783815.2	3707100	1378270	4679420
GCF_001558355.2	1573160	4021330	4857490
GCF_001647755.1	900	2412650	4791723
GCF_001705055.1	730	2322160	4680751
GCF_002119485.1	4903470	2570200	4938076
GCF_002313085.1	1080	2321790	4679637
GCF_002313105.1	1000	2322340	4686230
GCF_002900325.1	4707770	2334770	4742945
GCF_002946675.1	780	2322150	4679649
GCF_003030105.1	1864680	4384850	4941290
GCF_003030125.1	3972710	1636760	4636770
GCF_003030965.1	4620	2193440	4858671
GCF_003177235.1	2784110	380870	4900176
GCF_003177255.1	4663030	2092710	5070296
GCF_003181075.1	1686910	4070780	4933577
GCF_003181155.1	4921820	2372830	4933522
GCF_003312565.1	1147680	3476160	4685707
GCF_003324915.1	4736260	2385290	4772343
GCF_003324935.1	4727540	2350920	4763586
GCF_003324955.1	4810900	2327410	4844554
GCF_003324975.1	4769500	2413670	4805225
GCF_003324995.1	178070	2708820	4603878
GCF_003325015.1	1939750	4274660	4522338
GCF_003325035.1	5163810	2538170	5195044
GCF_003325055.1	4819530	2427000	4854398
GCF_003325075.1	1160	2426830	4813547
GCF_003325095.1	4834660	2444840	4869528
GCF_003325115.1	4615550	2363840	4651373
GCF_003325135.1	211410	2874100	5062813
GCF_003325155.1	4681710	2354370	4719399
GCF_003325175.1	3085120	624950	4882461
GCF_003325195.1	780	2372390	4716530
GCF_003325215.1	360	2865410	5431908
GCF_003325235.1	4641170	2320720	4688830
GCF_003325255.1	4701000	2367110	4739617
GCF_003325275.1	3879030	1440670	4729786
GCF_003325295.1	2338200	4521680	4524637
GCF_003325315.1	4604900	2314090	4640729
GCF_003515965.1	1080	2322870	4682412
GCF_003999215.1	4867090	2409900	4867164
GCF_004135835.1	3342830	1013500	4686022
GCF_004354225.1	4150	2281230	4611179
GCF_004354285.1	1780	2459620	4820913
GCF_004564195.1	4023450	1646900	4760321
GCF_004798765.1	4273230	1699000	5120962
GCF_005576595.1	430	2322280	4615193
GCF_006364755.1	3366340	1085340	4482093
GCF_006365335.1	4687360	2278240	4857490
GCF_006461325.2	4840720	2422810	4875539
GCF_006461415.2	4709760	2343860	4744578
GCF_006969245.1	4974920	2524060	5052222
GCF_008386295.1	4800260	2355100	4835467
GCF_008728495.1	4688000	2325550	4757321
GCF_008931225.1	4884200	2443310	4923339
GCF_008931245.1	4940610	2439900	4979135
GCF_009729895.1	3588010	1274350	4611029
GCF_009729915.1	4401280	1892810	5136727
GCF_009729935.1	2553810	264860	4556079
GCF_009729955.1	3957070	1599000	4575198
GCF_009729975.1	4617090	2239640	4884738
GCF_009730015.1	2057220	4415380	4668186
GCF_009734305.1	780	2360630	4812688
GCF_009930575.1	4942630	2435920	4981153
GCF_009930675.1	4967710	2466410	5006850
GCF_012273275.1	1164130	3421520	4647334
GCF_012273475.1	1138220	3478640	4745055
GCF_013161625.1	2445690	4875920	4888815
GCF_013161805.1	1938740	4276120	4776313
GCF_013162025.1	4497250	2177260	4672196
GCF_013162485.1	3658020	1630530	4505366
GCF_013348865.1	1255720	3667530	4794154
GCF_013364495.1	3506070	1115670	4822365
GCF_013364515.1	1145790	3448560	4667369
GCF_013415925.1	710	2460120	4865373
GCF_014334175.1	4620130	2291290	4654369
GCF_014334195.1	4496760	2112390	4686427
GCF_014334215.1	4978650	2451720	5017156
GCF_014334235.1	4681280	2340480	4715485
GCF_014334255.1	780	2321830	4679617
GCF_014521465.1	4689850	2279750	4725087
GCF_016026715.1	530460	2978120	4857477
GCF_016028495.1	1037630	3464090	4874787
GCF_016071195.1	1029940	3396500	4688541
GCF_016117835.1	1212150	3580650	4742560
GCF_016127435.1	1515380	3880600	4878004
GCF_016127835.1	614420	2943950	4677108
GCF_016657125.1	3956660	1596080	4557079
GCF_016657265.1	3954870	1606010	4550588
GCF_016889645.1	1261010	3516850	4675929
GCF_016917375.1	3957070	1595530	4552700
GCF_016917415.1	3956660	1606380	4552575
GCF_016917435.1	3957070	1595530	4552699
GCF_016917455.1	3956660	1595880	4552879
GCF_016917475.1	3956660	1606380	4552575
GCF_016917495.1	3956660	1600410	4552574
GCF_016917515.1	3956660	1595980	4552880
GCF_016917555.1	3956660	1606380	4552574
GCF_016917595.1	3957070	1595530	4552700
GCF_016917615.1	3957070	1595530	4552699
GCF_016917635.1	3957070	1595530	4552700
GCF_016917655.1	3956660	1606380	4550964
GCF_016917675.1	3956660	1606380	4552575
GCF_016917695.1	3955530	1575560	4551211
GCF_016917715.1	3956660	1598350	4552524
GCF_016917735.1	3956660	1606380	4574276
GCF_018460045.1	4994250	2498930	5032348
GCF_001043135.1	980130	510610	990348
GCF_001611865.1	967100	507970	977322
GCF_002009275.1	52870	605450	1016753
GCF_002749575.1	1024410	523820	1033629
GCF_003354265.1	960360	447930	970516
GCF_003354285.1	1043340	543530	1053367
GCF_003354325.1	967950	497090	978015
GCF_003354345.1	1088280	535750	1098413
GCF_003354365.1	1103560	543180	1113699
GCF_003354405.1	53810	650840	1119569
GCF_003354425.1	1017170	548460	1027226
GCF_003354445.1	54270	649590	1119681
GCF_003354485.1	1074930	527810	1085052
GCF_004792535.1	50560	604170	1019748
GCF_009650115.1	975830	509490	986067
GCF_011996525.1	1014360	491290	1024574
GCF_013423745.1	968910	506320	978895
GCF_014854615.1	977590	515020	987812
GCF_016807705.1	967800	496940	978001
GCF_016807725.1	1038840	520330	1049056
GCF_016807765.1	108980	668480	1039722
GCF_900088685.1	1035770	568170	1038531
GCF_010729485.1	3856700	1633720	4396654
GCF_000803665.1	26290	2831420	5701188
GCF_000835235.1	5674800	2657810	5675189
GCF_002074155.1	4662890	2349120	4662988
GCF_009684695.1	1540	1895280	3785527
GCF_016889005.1	5120	1764290	3619096
GCF_006741705.1	2120	1448080	2629900
GCF_018502345.1	2120	1448050	2629910
GCF_016028295.1	132700	1293770	2216575
GCF_018323945.1	2259140	1099450	2263046
GCF_900478415.1	2212660	1058060	2216666
GCF_003966585.1	30470	1465090	2618380
GCF_003966605.1	30470	1472240	2629173
GCF_003966625.1	30470	1457510	2598513
GCF_007814385.1	2120	1464020	2662916
GCF_012851115.1	1739220	575010	2577038
GCF_002984565.1	765410	2168450	2557319
GCF_003956025.1	2617930	1152770	2666426
GCF_013349225.1	2127290	682440	2629988
GCF_900240165.1	2382060	1161260	2712839
GCF_003019255.1	282040	1726880	2630191
GCF_001558275.2	496540	1915740	2583619
GCF_001558375.2	13990	1416380	2551249
GCF_002208905.1	491550	1909280	2578483
GCF_002209265.1	1565340	432040	2516540
GCF_007814115.1	2060	1431090	2605152
GCF_013341395.1	2160	1414640	2569353
GCF_013341415.1	57820	1488510	2645137
GCF_013341435.1	555860	1958670	2553871
GCF_013341455.1	2230	1401000	2550339
GCF_013343055.1	2070	1405850	2601138
GCF_013358365.1	2070	1449370	2639876
GCF_016067635.1	456110	1913140	2651289
GCF_018591655.1	1563240	424870	2516640
GCF_900240075.1	1370	1363490	2488173
GCF_900635295.1	2070	1413840	2610800
GCF_002356175.1	61590	1424250	2479312
GCF_002591175.1	1060	1317560	2419686
GCF_013267675.1	85580	1441970	2467666
GCF_015243435.1	30000	1379760	2455230
GCF_009730315.1	855900	4440	1779451
GCF_900476045.1	1760840	874230	1760930
GCF_003263915.2	304460	1231920	1890416
GCF_003264015.2	449600	1459380	1987888
GCF_007197715.1	2077610	1079180	2082055
GCF_017655645.1	1483950	551940	1941401
GCF_017655665.1	2010	961650	1904333
GCF_017655685.1	2010	1043530	2009643
GCF_017655705.1	1318740	344840	1984755
GCF_017655725.1	2370	941340	1864691
GCF_017655745.1	2030	994040	1906822
GCF_017655765.1	1317490	400450	1957024
GCF_017655785.1	2030	968880	1883862
GCF_017655805.1	2370	973810	1946134
GCF_017655825.1	2010	1034980	1977296
GCF_017655845.1	2370	944890	1878426
GCF_017655865.1	2000	1032840	2001464
GCF_017655885.1	2370	1063100	2043806
GCF_017655905.1	1869190	945240	1885610
GCF_017655925.1	1942080	920340	1958196
GCF_017655945.1	2030	947230	1875895
GCF_017655965.1	2030	991630	1900145
GCF_001888905.1	1876880	733680	2263382
GCF_001888985.1	1579080	575430	1972735
GCF_002285775.1	3440	1128450	2237608
GCF_017584225.1	19510	1062470	2166765
GCF_902381735.1	801930	1790830	1932823
GCF_002117815.2	4840920	1758830	5610348
GCF_001932555.1	3441600	1574300	3442728
GCF_002813065.1	7980	1635020	3267348
GCF_003323815.1	80	1810300	3441166
GCF_003430865.2	184580	1985110	3600228
GCF_004379355.1	3413450	1738100	3414636
GCF_009892245.1	3596840	1759090	3597062
GCF_009892265.1	3579540	1752350	3579705
GCF_009892285.1	80	1768700	3547241
GCF_009892305.1	3666410	1871040	3666573
GCF_009892325.1	3338290	1565110	3338454
GCF_009892345.1	3550260	1736060	3550511
GCF_009892365.1	80	1869470	3535442
GCF_009892385.1	3493370	1721810	3493479
GCF_001636015.1	9260	1131630	2265514
GCF_014855475.1	203540	3305530	6156114
GCF_002072675.1	6373110	2617000	6856683
GCF_009931595.1	3723050	1735960	3724581
GCF_002119845.1	4294650	2050520	4297568
GCF_001307475.2	767070	1931780	2125194
GCF_001431745.1	2011990	1051020	2126134
GCF_001715465.1	2012910	1028720	2126370
GCF_001715485.1	2009800	1050930	2122788
GCF_002191235.1	2013000	1051730	2125986
GCF_002191255.1	2013410	1051850	2126392
GCF_002191275.1	2012890	1028410	2125876
GCF_002191295.1	2013370	1051760	2126353
GCF_002191315.1	2013040	1051660	2126027
GCF_002191335.1	2013400	1028840	2126381
GCF_002191355.1	2009840	1028060	2122850
GCF_002191375.1	2009890	1027700	2122899
GCF_002191395.1	2013310	1051820	2126290
GCF_002191415.1	2009390	1027890	2122878
GCF_002191435.1	2011330	1028560	2124377
GCF_002191455.1	2013440	1051830	2126425
GCF_002191475.1	2013280	1051780	2126263
GCF_002191495.1	2013540	1028860	2126521
GCF_002191515.1	2013240	1028760	2126223
GCF_002191535.1	2012650	1051810	2126406
GCF_002191555.1	2013360	1051870	2126341
GCF_002191575.1	2012470	1051690	2125928
GCF_002191595.1	2013360	1051760	2126340
GCF_002191615.1	2012920	1028740	2126379
GCF_002191635.1	2013360	1051900	2126344
GCF_002191655.1	2013430	1051830	2126410
GCF_002191675.1	2013390	1028740	2126378
GCF_002191695.1	2015240	1053680	2128224
GCF_002191715.1	2013020	1051760	2126000
GCF_002191735.1	2015420	1053810	2128401
GCF_002191755.1	2013360	1051830	2126342
GCF_002191775.1	2012530	1051780	2126286
GCF_002191795.1	2013400	1051840	2126382
GCF_002191815.1	2013390	1028760	2126370
GCF_002191835.1	2013400	1051810	2126381
GCF_002191855.1	2012900	1051770	2125876
GCF_002191875.1	2012880	1051760	2126339
GCF_002191895.1	2012490	1051700	2125948
GCF_002191915.1	2013000	1051740	2125987
GCF_002191935.1	2011660	1028260	2124711
GCF_002191995.1	2012960	1051680	2125939
GCF_002192015.1	2013390	1051780	2126378
GCF_002192035.1	2012630	1051790	2126387
GCF_002192055.1	2013260	1051900	2126239
GCF_002192075.1	2013410	1051800	2126391
GCF_002192095.1	2012910	1051770	2126369
GCF_002192115.1	2013310	1028620	2126293
GCF_002192135.1	2013250	1051730	2126238
GCF_002192155.1	2013370	1051850	2126358
GCF_002192175.1	2013040	1051720	2126022
GCF_002192195.1	2014240	1030400	2127997
GCF_002262955.1	1049250	87790	2126158
GCF_002263015.1	954670	2122610	2127882
GCF_002290125.1	270	978830	2117039
GCF_002763615.1	2012560	1051110	2126173
GCF_002895105.1	2012720	1051760	2125700
GCF_002895125.1	1532010	367940	2122768
GCF_002953595.1	1293070	309750	2121368
GCF_003205535.1	2013150	1028710	2126131
GCF_003516045.1	2012070	1050620	2125703
GCF_003516065.1	2012170	1050710	2125815
GCF_003516085.1	2902950	1081960	3311860
GCF_003856415.1	2012450	1050890	2126063
GCF_004208655.1	1295240	333790	2126260
GCF_004208675.1	1295240	333790	2126219
GCF_004208695.1	1295220	333780	2126176
GCF_008761595.1	2012620	1051170	2126235
GCF_008761615.1	2007140	1047410	2120674
GCF_016887525.1	2012470	1051020	2126332
GCF_017139975.1	2012720	1051760	2125701
GCF_017140095.1	2012720	1051760	2125701
GCF_900236335.1	290	978290	2116992
GCF_900236345.1	270	978240	2117000
GCF_900236355.1	270	978370	2116992
GCF_900236365.1	270	956130	2117105
GCF_900236375.1	270	978470	2117218
GCF_900236385.1	270	956120	2117029
GCF_900236395.1	270	956130	2117090
GCF_900236405.1	270	956120	2117044
GCF_900236415.1	270	978340	2117062
GCF_900236425.1	270	978470	2117236
GCF_900236435.1	270	956110	2117031
GCF_900236445.1	270	978320	2117017
GCF_900236455.1	270	956120	2117059
GCF_900236465.1	270	956090	2116960
GCF_900236485.1	270	978510	2117205
GCF_900236495.1	270	978490	2117205
GCF_900236515.1	270	978360	2116999
GCF_900236525.1	270	956050	2117009
GCF_900236535.1	270	956210	2117155
GCF_900236545.1	270	956120	2117054
GCF_900236555.1	270	978580	2116986
GCF_900236565.1	270	978400	2117003
GCF_900236575.1	270	978370	2117043
GCF_900236585.1	250	956200	2117282
GCF_000740235.1	1282200	296090	2131717
GCF_000740435.1	502740	1548290	1902870
GCF_000875695.1	1994870	1033000	2107845
GCF_001715425.1	1994140	1033080	2107886
GCF_002749475.1	1994860	1033080	2107832
GCF_002005185.1	613110	1695640	2178518
GCF_016127175.1	2039930	966730	2132299
GCF_900186885.1	2890	1078980	2132142
GCF_902810435.1	8620	1120200	2146482
GCF_000696465.1	5004610	2444440	5004926
GCF_000740965.1	540	2555020	4991806
GCF_002804265.1	3000	2559820	4965575
GCF_005222465.1	4799070	2404090	4833791
GCF_002591095.1	4125340	1569030	5000678
GCF_002591195.1	4887850	2470610	4934031
GCF_000834455.1	2888070	638730	4372253
GCF_000775355.2	1333330	3219320	3799871
GCF_000834255.1	2160500	370000	3605216
GCF_000964565.1	2252150	399690	3699725
GCF_002192595.1	3821820	1850900	3856634
GCF_002442495.2	113580	1953080	3766700
GCF_017498685.1	3736130	1846110	3773395
GCF_001643275.2	1694630	4200590	4702618
GCF_008370735.1	1700	2528210	4739953
GCF_009858115.1	2808020	592420	4632948
GCF_009858135.1	1500	2372250	4617865
GCF_006364355.1	489960	2121720	3275692
GCF_009665335.1	1349610	3054830	3371444
GCF_009763225.1	2596470	911650	3359696
GCF_009763345.1	2944320	1249510	3348137
GCF_009764175.1	2931910	1252000	3296503
GCF_012274905.1	1355820	2959170	3203767
GCF_017604085.1	1349610	3054440	3371444
GCF_017604225.1	1349610	3054440	3371444
GCF_009665215.1	840900	2304050	3030337
GCF_009763725.1	3267450	1713710	3275152
GCF_012274885.1	2449370	729360	3293562
GCF_012275065.1	1470410	2935730	3031370
GCF_003345295.1	3188080	1491590	3521946
GCF_001900865.1	445170	900530	905394
GCF_018141305.1	448540	913910	918834
GCF_001922545.1	444880	900740	905638
GCF_003814405.1	461210	3480	906449
GCF_001887715.1	1403140	2863400	3176363
GCF_001888165.1	100710	1566650	3192352
GCF_009936255.1	3437060	1682410	3440105
GCF_009936275.1	3427820	1678630	3430829
GCF_900660745.1	284020	1211180	1883099
GCF_002688685.1	10140	473850	847985
GCF_003609735.1	303060	732510	948039
GCF_900660515.1	548550	54930	901941
GCF_000828855.1	314360	689840	693241
GCF_000988065.1	780860	249000	968791
GCF_900660585.1	13730	494280	898204
GCF_012220205.1	286970	912740	1183913
GCF_900660495.1	539820	1060360	1074838
GCF_002214445.1	138980	595290	863547
GCF_900660695.1	3730	331160	644173
GCF_009846525.1	7160	1955910	3860077
GCF_011398715.1	3559440	1694480	3591816
GCF_011764625.1	2541800	563040	4118995
GCF_002288025.1	5700	883130	1666291
GCF_002288125.1	5700	870930	1649945
GCF_002288155.1	5700	903840	1739054
GCF_002288205.1	5700	871500	1635330
GCF_002288245.1	5700	877730	1692042
GCF_013372045.1	355690	3617620	6373589
GCF_013372065.1	370730	3602970	6399352
GCF_000943515.2	73730	4634690	9490992
GCF_009739595.2	1801590	420200	3064293
GCF_009739615.2	1801420	420030	3065236
GCF_009739635.2	1801520	420030	3065242
GCF_000069225.1	1813470	37440	3258645
GCF_001514355.1	60	3071490	6226215
GCF_002205315.1	2262670	5884770	6929205
GCF_003812265.1	2479060	6071450	7010850
GCF_013267375.1	4978530	1469780	6736877
GCF_013267395.1	875000	4383670	6736870
GCF_013343095.1	6060370	2753320	6816538
GCF_002208175.1	4652680	2249110	4668350
GCF_002393425.1	2945540	701830	4209407
GCF_003613595.1	553220	2999060	4668533
GCF_007723545.1	690100	1538090	1849237
GCF_017896385.1	10790	922960	1781331
GCF_017896405.1	250	908450	1766884
GCF_900475935.1	10790	904930	1763253
GCF_001686885.1	340	925170	1858186
GCF_016406645.1	1353510	484220	1799726
GCF_000737085.1	1646000	845520	1651739
GCF_000835285.1	1741840	805700	1742047
GCF_000835305.1	1670500	814300	1670781
GCF_000835345.1	1736620	893260	1742364
GCF_000835365.1	1739800	855510	1745537
GCF_000934305.1	1606860	806350	1612378
GCF_001299565.1	1657960	850030	1664565
GCF_001299595.1	1657960	844150	1664566
GCF_001686905.1	1665210	821080	1675112
GCF_001717625.1	1708910	786760	1709198
GCF_001721945.1	1652520	816640	1652714
GCF_001721965.1	1684220	849080	1684409
GCF_001721985.1	1785020	880820	1785310
GCF_002028305.1	1612510	812760	1618194
GCF_003574945.1	225430	1170990	1795167
GCF_003950275.1	1754040	844570	1754322
GCF_003971585.1	1677790	843440	1683497
GCF_009498375.1	1798800	862130	1806805
GCF_013393785.1	1765160	846480	1765444
GCF_013393805.1	1710180	885690	1710461
GCF_013465595.1	1621010	776330	1627624
GCF_013465795.1	1621010	776330	1627622
GCF_013466015.1	1621010	776330	1627623
GCF_013466235.1	1621010	812430	1627620
GCF_017356925.1	1625670	808560	1626008
GCF_017357085.1	1622390	812640	1628094
GCF_900475265.1	1634800	814170	1641464
GCF_900638235.1	1652860	807380	1653145
GCF_900638365.1	1634640	814170	1641302
GCF_008245005.1	830	877290	1753386
GCF_001714705.1	1494710	2728070	2729848
GCF_016766735.1	565330	1768510	2609136
GCF_016766755.1	1026200	2468080	2812988
GCF_016834535.1	2550730	1273080	2554716
GCF_900186975.1	506290	1598080	2175244
GCF_009739655.1	1322240	2972400	3271848
GCF_011995665.1	1342740	2987440	3284014
GCF_011995885.1	1370370	3020430	3321579
GCF_000958465.1	1481140	2924570	3207520
GCF_003076335.1	2115700	426310	3193464
GCF_003076355.1	1104700	2857470	3186916
GCF_003945365.1	447120	1673760	2454371
GCF_014489955.1	458680	1615230	2364938
GCF_004291115.2	2090	1271010	2332643
GCF_004291175.2	10100	1297650	2341587
GCF_016127715.1	908830	1971340	2346516
GCF_000800295.1	1610320	801570	1627009
GCF_003454775.1	1554900	741350	1661863
GCF_900637905.1	754140	1666770	1677398
GCF_004210255.1	1734820	4608040	6354838
GCF_013112015.1	4011940	1532450	5498201
GCF_014131715.1	6225770	2873410	6245307
GCF_016127475.1	3750	998900	1893964
GCF_016904015.1	3188380	1576780	3196940
GCF_900636525.1	1854830	907380	1856804
GCF_900636715.1	1888710	897690	1890902
GCF_900638635.1	207430	1107220	1995085
GCF_001307295.1	4404300	1862560	4757879
GCF_001314325.1	4616060	1770870	5174928
GCF_001610995.1	3230	2434670	5380888
GCF_001650235.3	2716770	1217280	2726366
GCF_008694225.1	958290	2432030	2876631
GCF_018388545.1	189010	3021990	5997220
GCF_900184295.1	6066290	2994790	6093513
GCF_003610015.1	3021330	1477580	3023483
GCF_004011095.1	2803770	1097030	3103889
GCF_001641005.1	3350310	1508280	3354681
GCF_016026555.1	1274870	3091720	3881539
GCF_016026595.1	790630	2606190	3866591
GCF_016027415.1	1462450	3543210	3960094
GCF_016127155.1	1408320	3479560	3851300
GCF_016726245.1	2694270	952310	3846862
GCF_001043255.1	4405390	2026590	4410431
GCF_001274555.1	4364860	2027600	4370138
GCF_003703995.1	4293900	2142420	4294448
GCF_003704015.1	4293870	2142400	4294423
GCF_015482805.1	4365430	2027890	4370706
GCF_001593225.1	4455450	2143370	4493502
GCF_905183025.1	4361530	2040350	4366809
GCF_905183075.1	4369510	2037370	4374993
GCF_008704575.1	116520	4193900	7756194
GCF_016467295.1	4349880	504830	8539264
GCF_902385935.1	10370	1169430	2291643
GCF_009936335.1	290	433440	841695
GCF_002250055.1	4596550	2362710	4899141
GCF_002197485.1	1964310	617440	2805288
GCF_002243625.1	1029220	3028520	4089457
GCF_002243665.1	271280	2207630	3742258
GCF_002072065.1	1837890	147650	3505276
GCF_002119625.1	3608020	1798910	3640707
GCF_002706565.1	2091900	301940	3674745
GCF_001719205.1	3450730	1693510	3544332
GCF_003182675.2	1448770	3272250	3615919
GCF_007855915.1	2050	1839080	3595045
GCF_014679145.1	2083880	3800050	3808577
GCF_003711125.1	2458250	410790	3723378
GCF_005347505.1	817550	3046030	4794392
GCF_013394325.1	3621940	1778480	3623727
GCF_002176835.1	440790	1460070	1990826
GCF_002176855.1	80840	1016890	1974529
GCF_003316915.1	1314520	290960	1959519
GCF_003428395.1	1325470	325610	1898461
GCF_004011315.1	2460	1092890	1999879
GCF_009769185.1	20660	952330	1904421
GCF_010586925.1	1844640	915380	1944698
GCF_013487865.1	1977300	1004710	1995616
GCF_014058685.1	2450	1018260	1951416
GCF_014841035.1	1270	1092080	1986474
GCF_009739535.1	1024120	2113840	2421275
GCF_002804045.1	276140	1241150	1829246
GCF_007954565.1	355290	1214390	1763579
GCF_007954705.1	1592100	668220	1849853
GCF_007954785.1	1708910	702680	1865972
GCF_008033195.1	612080	1473640	1865968
GCF_009707745.1	1132910	283680	1877291
GCF_015277835.1	2060	1072250	1946279
GCF_016406245.1	2250	880490	1741690
GCF_001047695.1	720010	1685410	1818633
GCF_001583825.1	2200	1017380	1986568
GCF_002009375.1	2490	1058030	1923948
GCF_002117185.1	2430	1152140	2124039
GCF_002148235.1	847300	1757420	1891719
GCF_009676745.1	543820	1521340	1777316
GCF_008033175.1	438120	1509780	2234062
GCF_016127035.1	831050	1767970	1953623
GCF_016127255.1	19720	1138040	2114657
GCF_003966875.1	1260	950520	1847807
GCF_004001205.1	38060	1075150	1890300
GCF_004001225.1	1894840	857640	1898117
GCF_009731445.1	1894790	857640	1898062
GCF_001273795.1	235280	919380	1415369
GCF_002078335.1	671750	1369640	1407705
GCF_002078315.1	698360	3220	1543886
GCF_001442475.1	1402750	683250	1406075
GCF_002173515.1	2491800	919160	3448767
