assembly_accession	species	subsp	strain
GCF_006165185.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76333
GCF_006165205.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76336
GCF_006165225.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76337
GCF_006165245.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76339
GCF_006165265.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76341
GCF_006165285.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76334
GCF_012169275.1	Salmonella enterica	enterica serovar Agona	SG17-135
GCF_016454245.1	Salmonella enterica	enterica serovar Agona	CVM 28336
GCF_016454585.1	Salmonella enterica	enterica serovar Agona	CVM 21974
GCF_015223545.3	Salmonella enterica	enterica serovar Bareilly	FC745
GCF_016454185.1	Salmonella enterica	enterica serovar Bovismorbificans	CVM 30176
GCF_016839205.1	Salmonella enterica	enterica serovar Bovismorbificans	GSJ/2016-Sal-017
GCF_018340585.1	Salmonella enterica	enterica serovar Bovismorbificans	2020LSAL11867
GCF_002211845.1	Salmonella enterica	enterica serovar Waycross	SA20041608
GCF_018288855.1	Rahnella inusitata		Se8.10.12
GCF_017161225.1	Treponema medium		T19
GCF_017161265.1	Treponema medium		ATCC 700293
GCF_002803845.1	Streptomyces lavendulae	lavendulae	CCM 3239
GCF_018255875.1	Streptomyces lavendulae	lavendulae	Del-LP
GCF_008704855.1	Streptomyces platensis		ATCC 23948
GCF_001447095.1	Salmonella enterica	enterica serovar Anatum	GT-38
GCF_001447115.1	Salmonella enterica	enterica serovar Anatum	GT-01
GCF_003231095.1	Salmonella enterica	enterica serovar Anatum	R16.0676
GCF_003710125.1	Salmonella enterica	enterica serovar Anatum	CFSAN076215
GCF_006517135.1	Salmonella enterica	enterica serovar Anatum	CFSAN003959
GCF_011465535.1	Salmonella enterica	enterica serovar Anatum	M-3471
GCF_011465695.1	Salmonella enterica	enterica serovar Anatum	Sal-1135
GCF_011465815.1	Salmonella enterica	enterica serovar Anatum	Sal-2097
GCF_011465945.1	Salmonella enterica	enterica serovar Anatum	Sal-3973
GCF_011466075.1	Salmonella enterica	enterica serovar Anatum	M-3851
GCF_011466275.1	Salmonella enterica	enterica serovar Anatum	M-5360
GCF_011466455.1	Salmonella enterica	enterica serovar Anatum	Sal-3948
GCF_011466595.1	Salmonella enterica	enterica serovar Anatum	Sal-4295
GCF_011466775.1	Salmonella enterica	enterica serovar Anatum	Sal-4737
GCF_011466815.1	Salmonella enterica	enterica serovar Anatum	Sal-5091
GCF_016452145.1	Salmonella enterica	enterica serovar Anatum	CVM 33822
GCF_016454505.1	Salmonella enterica	enterica serovar Anatum	CVM 22448
GCF_016454685.1	Salmonella enterica	enterica serovar Anatum	CVM 20746
GCF_001700595.1	Salmonella enterica	enterica	SA972816
GCF_002163995.1	Salmonella enterica	enterica	16A242
GCF_002201855.1	Salmonella enterica	enterica	ST1120
GCF_002238275.1	Salmonella enterica	enterica	08-00436
GCF_002504105.1	Salmonella enterica	enterica	RM11065
GCF_002504125.1	Salmonella enterica	enterica	RM11060
GCF_002999175.1	Salmonella enterica	enterica	15-SA01028
GCF_003347075.1	Salmonella enterica	enterica	LSP 389/97
GCF_003429425.1	Salmonella enterica	enterica	BAA-1586
GCF_003429445.1	Salmonella enterica	enterica	BAA-1672
GCF_003641265.1	Salmonella enterica	enterica	10TTU468x
GCF_003641305.1	Salmonella enterica	enterica	11TTU1615b
GCF_003641325.1	Salmonella enterica	enterica	11TTU1590
GCF_004124035.2	Salmonella enterica	enterica	CFSA122
GCF_004124055.2	Salmonella enterica	enterica	CFSA12
GCF_004124095.2	Salmonella enterica	enterica	CFSA244
GCF_004124155.2	Salmonella enterica	enterica	CFSA1096
GCF_004124175.2	Salmonella enterica	enterica	CFSA629
GCF_004124195.2	Salmonella enterica	enterica	CFSA231
GCF_004124215.2	Salmonella enterica	enterica	CFSA664
GCF_004328825.1	Salmonella enterica	enterica	USDA-ARS-USMARC-60984
GCF_004354245.1	Salmonella enterica	enterica	CFSAN087304
GCF_004798745.1	Salmonella enterica	enterica	12-0523
GCF_007923125.1	Salmonella enterica	enterica	ST1539
GCF_008807355.1	Salmonella enterica	enterica	AD19
GCF_009728795.1	Salmonella enterica	enterica	EQAS2016S1
GCF_009728875.2	Salmonella enterica	enterica	CFSA300
GCF_009728895.2	Salmonella enterica	enterica	CFSA1007
GCF_009806735.1	Salmonella enterica	enterica	SCSM4.1
GCF_016638525.1	Salmonella enterica	enterica	Se32
GCF_016638585.1	Salmonella enterica	enterica	Se13
GCF_016903075.1	Salmonella enterica	enterica	Se29
GCF_001628755.1	Salmonella enterica	diarizonae	11-01855
GCF_001629755.1	Salmonella enterica	diarizonae	11-01853
GCF_001629775.1	Salmonella enterica	diarizonae	11-01854
GCF_002794415.1	Salmonella enterica	diarizonae	HZS154
GCF_004126495.1	Salmonella enterica	diarizonae	16-SA00356
GCF_000024665.1	Fibrobacter succinogenes	succinogenes S85	S85
GCF_000146505.1	Fibrobacter succinogenes	succinogenes S85	S85
GCF_000724605.1	Actinotignum schaalii		CCUG 27420
GCF_016599655.1	Pseudomonas syringae		pv. maculicola MAFF 302723
GCF_004011115.1	Rathayibacter iranicus		NCCPB 2253
GCF_007833795.1	Pantoea dispersa		DSM 32899
GCF_009362975.1	Pantoea dispersa		BJQ0007
GCF_001632305.1	Paenibacillus glucanolyticus		DSM 5162
GCF_003033945.1	Paenibacillus glucanolyticus		W10507
GCF_001272655.2	Paenibacillus peoriae		HS311
GCF_014692735.1	Paenibacillus peoriae		ZF390
GCF_000011465.1	Prochlorococcus marinus	pastoris	MED4
GCF_000012465.1	Prochlorococcus marinus		str. NATL2A
GCF_014218275.1	Geobacter bremensis		R4
GCF_013487745.1	Sulfitobacter pontiacus		S1704
GCF_009025875.1	Latilactobacillus graminis		LG542
GCF_001443645.1	Lactiplantibacillus paraplantarum		L-ZS9
GCF_003045685.1	Lactiplantibacillus paraplantarum		AS-7
GCF_003641145.1	Lactiplantibacillus paraplantarum		DSM 10667
GCF_013113675.1	Lactiplantibacillus paraplantarum		CK401
GCF_003330785.1	Paraburkholderia graminis		PHS1
GCF_001028665.1	Burkholderia pyrrocinia		DSM 10685
GCF_003330765.1	Burkholderia pyrrocinia		mHSR5
GCF_018417535.1	Burkholderia pyrrocinia		Hargis
GCF_001718495.1	Burkholderia vietnamiensis		FL-2-3-30-S1-D0
GCF_001718775.1	Burkholderia vietnamiensis		AU1233
GCF_001718815.1	Burkholderia vietnamiensis		HI2297
GCF_001718915.1	Burkholderia vietnamiensis		MSMB608WGS
GCF_003019945.1	Burkholderia vietnamiensis		FDAARGOS_239
GCF_017742755.1	Burkholderia vietnamiensis		AU2011
GCF_001678945.1	Phaeobacter gallaeciensis		JL2886
GCF_002381285.1	Phaeobacter gallaeciensis		P75
GCF_002381305.1	Phaeobacter gallaeciensis		P11
GCF_002381325.1	Phaeobacter gallaeciensis		P73
GCF_002381365.1	Phaeobacter gallaeciensis		P128
GCF_002381385.1	Phaeobacter gallaeciensis		P129
GCF_002393525.1	Phaeobacter gallaeciensis		P63
GCF_014490055.1	Saccharopolyspora spinosa		CCTCC M206084
GCF_001902315.1	Staphylococcus succinus		14BME20
GCF_001610775.1	Dehalococcoides mccartyi		11a5
GCF_001889305.1	Dehalococcoides mccartyi		CG3
GCF_002007825.1	Dehalococcoides mccartyi		KBTCE2
GCF_002007845.1	Dehalococcoides mccartyi		KBDCA1
GCF_002007865.1	Dehalococcoides mccartyi		KBDCA2
GCF_002007905.1	Dehalococcoides mccartyi		KBTCE3
GCF_002021775.1	Dehalococcoides mccartyi		KBDCA3
GCF_002024205.1	Dehalococcoides mccartyi		KBVC2
GCF_002024225.1	Dehalococcoides mccartyi		KBVC1
GCF_002028285.1	Dehalococcoides mccartyi		KBTCE1
GCF_002356375.1	Dehalococcoides mccartyi		UCH-ATV1
GCF_004684285.1	Dehalococcoides mccartyi		FL2
GCF_018409405.1	Dehalococcoides mccartyi		NIT01
GCF_000967915.1	Acholeplasma brassicae		O502
GCF_001022095.1	Enterobacter asburiae		CAV1043
GCF_001521715.1	Enterobacter asburiae		ATCC 35953
GCF_003940765.1	Enterobacter asburiae		CAV1043
GCF_007035645.1	Enterobacter asburiae		1808-013
GCF_007035805.1	Enterobacter asburiae		17Nkhm-UP2
GCF_009755685.1	Enterobacter asburiae		AEB30
GCF_011396735.1	Enterobacter asburiae		A2563
GCF_013740195.1	Enterobacter asburiae		RHBSTW-00542
GCF_013782005.1	Enterobacter asburiae		RHBSTW-01009
GCF_013784425.1	Enterobacter asburiae		RHBSTW-00516
GCF_015168595.1	Enterobacter asburiae		SD4L
GCF_016027695.1	Enterobacter asburiae		FDAARGOS_892
GCF_016403185.1	Enterobacter asburiae		FDAARGOS_1056
GCF_017347425.1	Enterobacter asburiae		En30
GCF_018394395.1	Enterobacter asburiae		L1 delta-T1RM
GCF_001652505.2	Lelliottia amnigena		ZB04
GCF_002393405.1	Lelliottia amnigena		FDAARGOS_395
GCF_000757785.1	Pluralibacter gergoviae		FB2
GCF_003019925.1	Pluralibacter gergoviae		FDAARGOS_186
GCF_902387975.1	Pluralibacter gergoviae		MGYG-HGUT-02520
GCF_009649915.1	Kluyvera intermedia		N2-1
GCF_009650415.1	Kluyvera intermedia		HR2
GCF_900635475.1	Kluyvera intermedia		NCTC12125
GCF_900187015.1	Serratia ficaria		NCTC12148
GCF_001572725.1	Serratia rubidaea		1122
GCF_016026735.1	Serratia rubidaea		FDAARGOS_926
GCF_016028475.1	Serratia rubidaea		FDAARGOS_880
GCF_900478395.1	Serratia rubidaea		NCTC10848
GCF_900638005.1	Serratia rubidaea		NCTC10036
GCF_003030925.1	Shewanella baltica		CW2
GCF_003052765.1	Shewanella baltica		128
GCF_900636855.1	Shewanella baltica		NCTC10737
GCF_000046845.1	Acinetobacter baylyi		ADP1
GCF_000973105.1	Zobellia galactanivorans		DsiJT
GCF_000020025.1	Nostoc punctiforme		ATCC 29133; PCC 73102
GCF_000161415.1	Bacillus pseudomycoides		Rock1-4
GCF_000161435.1	Bacillus pseudomycoides		Rock3-17
GCF_000742855.1	Bacillus pseudomycoides		219298
GCF_000832885.1	Bacillus pseudomycoides		BTZ
GCF_001466505.1	Xanthomonas oryzae		pv. oryzae AXO1947
GCF_001518895.1	Xanthomonas oryzae		pv. oryzae PXO83
GCF_001746595.1	Xanthomonas oryzae		pv. oryzae PXO71
GCF_001746615.1	Xanthomonas oryzae		pv. oryzae PXO145
GCF_001746635.1	Xanthomonas oryzae		pv. oryzae PXO211
GCF_001746655.1	Xanthomonas oryzae		pv. oryzae PXO236
GCF_001746675.1	Xanthomonas oryzae		pv. oryzae PXO282
GCF_001746695.1	Xanthomonas oryzae		pv. oryzae PXO524
GCF_001746715.1	Xanthomonas oryzae		pv. oryzae PXO563
GCF_001746735.1	Xanthomonas oryzae		pv. oryzae PXO602
GCF_001929095.2	Xanthomonas oryzae		pv. oryzae IXO704
GCF_001929235.2	Xanthomonas oryzae		pv. oryzae IXO1088
GCF_002023005.1	Xanthomonas oryzae		pv. oryzae XF89b
GCF_002850075.1	Xanthomonas oryzae		pv. oryzae MAI73
GCF_002850095.1	Xanthomonas oryzae		pv. oryzae MAI145
GCF_002850115.1	Xanthomonas oryzae		pv. oryzae MAI68
GCF_002850135.1	Xanthomonas oryzae		pv. oryzae MAI106
GCF_002850155.1	Xanthomonas oryzae		pv. oryzae MAI129
GCF_002850175.1	Xanthomonas oryzae		pv. oryzae MAI134
GCF_002850195.1	Xanthomonas oryzae		pv. oryzae MAI95
GCF_002850215.1	Xanthomonas oryzae		pv. oryzae MAI99
GCF_002895725.2	Xanthomonas oryzae		pv. oryzae ScYc-b
GCF_003031365.1	Xanthomonas oryzae		pv. oryzae MAI1
GCF_003031385.1	Xanthomonas oryzae		pv. oryzae BAI3
GCF_003382775.1	Xanthomonas oryzae		pv. oryzae HuN37
GCF_003382795.1	Xanthomonas oryzae		pv. oryzae JL25
GCF_003382815.1	Xanthomonas oryzae		pv. oryzae JL28
GCF_003382835.1	Xanthomonas oryzae		pv. oryzae JL33
GCF_003382855.1	Xanthomonas oryzae		pv. oryzae JP01
GCF_003382895.1	Xanthomonas oryzae		pv. oryzae PX079
GCF_003382915.1	Xanthomonas oryzae		pv. oryzae PX086
GCF_003382935.1	Xanthomonas oryzae		pv. oryzae YC11
GCF_003427055.1	Xanthomonas oryzae		pv. oryzae IX-280
GCF_003428965.1	Xanthomonas oryzae		pv. oryzae SK2-3
GCF_003522605.1	Xanthomonas oryzae		pv. oryzae XM9
GCF_003932055.1	Xanthomonas oryzae		pv. oryzae ScYc-b
GCF_004136375.1	Xanthomonas oryzae		pv. oryzae ICMP3125
GCF_004322815.1	Xanthomonas oryzae		pv. oryzae CIX2374
GCF_004322835.1	Xanthomonas oryzae		pv. oryzae CIX298
GCF_004355285.1	Xanthomonas oryzae		pv. oryzae Ug11
GCF_004355305.1	Xanthomonas oryzae		pv. oryzae T19
GCF_004355325.1	Xanthomonas oryzae		pv. oryzae Dak16
GCF_004355345.1	Xanthomonas oryzae		pv. oryzae CFBP8172
GCF_004355365.1	Xanthomonas oryzae		pv. oryzae CFBP7340
GCF_004355385.1	Xanthomonas oryzae		pv. oryzae CFBP7325
GCF_004355405.1	Xanthomonas oryzae		pv. oryzae CFBP7323
GCF_004355425.1	Xanthomonas oryzae		pv. oryzae CFBP7321
GCF_004355445.1	Xanthomonas oryzae		pv. oryzae CFBP1951
GCF_004355465.1	Xanthomonas oryzae		pv. oryzae CFBP1948
GCF_004355485.1	Xanthomonas oryzae		pv. oryzae CFBP7337
GCF_004355505.1	Xanthomonas oryzae		pv. oryzae CFBP7324
GCF_004355525.1	Xanthomonas oryzae		pv. oryzae CFBP7322
GCF_004355545.1	Xanthomonas oryzae		pv. oryzae CFBP7320
GCF_004355565.1	Xanthomonas oryzae		pv. oryzae CFBP7319
GCF_004355585.1	Xanthomonas oryzae		pv. oryzae CFBP1952
GCF_004355605.1	Xanthomonas oryzae		pv. oryzae CFBP1949
GCF_004355705.1	Xanthomonas oryzae		pv. oryzae PXO513
GCF_004355725.1	Xanthomonas oryzae		pv. oryzae PXO421
GCF_004355745.1	Xanthomonas oryzae		pv. oryzae PXO404
GCF_004355765.2	Xanthomonas oryzae		pv. oryzae JW11089
GCF_004355785.1	Xanthomonas oryzae		pv. oryzae AUST2013
GCF_004355805.1	Xanthomonas oryzae		pv. oryzae PXO364
GCF_004355825.1	Xanthomonas oryzae		pv. oryzae NX0260
GCF_004355845.1	Xanthomonas oryzae		pv. oryzae KXO85
GCF_004355865.1	Xanthomonas oryzae		pv. oryzae CIAT
GCF_004355885.3	Xanthomonas oryzae		pv. oryzae PXO61
GCF_009707765.1	Xanthomonas oryzae		pv. oryzae ITCCBB0002
GCF_011045315.1	Xanthomonas oryzae		pv. oryzae K1
GCF_011604745.1	Xanthomonas oryzae		pv. oryzae K2
GCF_011604765.1	Xanthomonas oryzae		pv. oryzae K3
GCF_011604785.1	Xanthomonas oryzae		pv. oryzae K3a
GCF_017577225.1	Xanthomonas oryzae		pv. oryzae T7133
GCF_018288775.1	Xanthomonas oryzae		pv. oryzae DY89031(J18)
GCF_000767415.1	Corynebacterium ulcerans		210932
GCF_000767645.1	Corynebacterium ulcerans		210931
GCF_000769635.1	Corynebacterium ulcerans		05146
GCF_000968945.1	Corynebacterium ulcerans		131002
GCF_001281445.1	Corynebacterium ulcerans		131001
GCF_002162115.1	Corynebacterium ulcerans		PO100/5
GCF_008995395.1	Corynebacterium ulcerans		0211
GCF_009002285.1	Corynebacterium ulcerans		FH2016-1
GCF_009789155.1	Corynebacterium ulcerans		MRi49
GCF_014792805.1	Corynebacterium ulcerans		LIV-14050
GCF_016727365.1	Corynebacterium ulcerans		FDAARGOS_1118
GCF_900187135.1	Corynebacterium ulcerans		NCTC7910
GCF_900475605.1	Corynebacterium ulcerans		NCTC13718
GCF_900475635.1	Corynebacterium ulcerans		NCTC7908
GCF_900475775.1	Corynebacterium ulcerans		NCTC8639
GCF_000021825.1	Gloeothece citriformis		PCC 7424
GCF_009911755.1	Pseudomonas knackmussii		N1-2
GCF_009671185.1	Komagataeibacter oboediens		BPZTR01
GCF_002456135.1	Acetobacter pomorum		BDGP5
GCF_003391275.1	Acetobacter pomorum		SH
GCF_011044475.1	Pantoea stewartii		ZJ-FGZX1
GCF_017639205.1	Streptomyces nojiriensis		JCM 3382
GCF_003970715.1	Streptomyces luteoverticillatus		CGMCC 15060
GCF_000009825.1	Bacillus clausii		KSM-K16
GCF_000940845.1	Propionibacterium freudenreichii	freudenreichii	20271T
GCF_008083195.1	Sulfurospirillum multivorans		N
GCF_010669165.1	Streptomyces aureoverticillatus		HN6
GCF_015710995.1	Streptomyces gardneri		ATCC 15439
GCF_900187095.1	Legionella waltersii		NCTC13017
GCF_010727325.1	Mycolicibacterium alvei		JCM 12272
GCF_002804165.1	Streptomyces cavourensis		1AS2a
GCF_003352445.1	Streptomyces cavourensis		TJ430
GCF_009299385.1	Streptomyces cinereoruber		ATCC 19740
GCF_003610995.1	Streptomyces griseus	griseus	ATCC 13273
GCF_002189675.2	Streptomyces alboflavus		MDJK44
GCF_014216315.1	Streptomyces finlayi		NBSH44
GCF_003595235.1	Streptomyces griseorubiginosus		3E-1
GCF_006516935.1	Streptomyces griseorubiginosus		BTU6
GCF_004803895.1	Streptomyces hawaiiensis		ATCC 12236
GCF_008704445.1	Streptomyces prasinus		ATCC 13879
GCF_016906185.1	Streptomyces californicus		FDAARGOS_1209
GCF_016906205.1	Streptomyces californicus		FDAARGOS_1212
GCF_016906225.1	Streptomyces californicus		FDAARGOS_1211
GCF_016906245.1	Streptomyces californicus		FDAARGOS_1213
GCF_016906265.1	Streptomyces californicus		FDAARGOS_1210
GCF_013376795.1	Streptomyces violascens		YIM 100212
GCF_002076875.1	Edwardsiella ictaluri		RUSVM-1
GCF_003054425.1	Edwardsiella ictaluri		MS-17-156
GCF_016070795.1	Edwardsiella ictaluri		2234
GCF_016070975.1	Edwardsiella ictaluri		T1-1
GCF_002249995.1	Citrobacter farmeri		AUSMDU00008141
GCF_018128425.1	Citrobacter sedlakii		3347089II
GCF_002025225.1	Citrobacter werkmanii		BF-6
GCF_002386385.1	Citrobacter werkmanii		FDAARGOS_364
GCF_003665555.1	Citrobacter werkmanii		UMH18
GCF_008693645.1	Citrobacter werkmanii		FDAARGOS_616
GCF_016893645.1	Citrobacter werkmanii		Colony247
GCF_016893825.1	Citrobacter werkmanii		Colony242
GCF_902388105.1	Citrobacter werkmanii		MGYG-HGUT-02535
GCF_002082585.1	Kitasatospora albolonga		YIM 101047
GCF_009936315.1	Streptomyces antimycoticus		NBRC 100767
GCF_013364315.1	Streptomyces fulvissimus		NA06532
GCF_016772455.1	Streptomyces fulvissimus		DF
GCF_003665435.1	Streptomyces fungicidicus		TXX3120
GCF_003325375.1	Streptomyces globosus		LZH-48
GCF_014701115.1	Streptomyces glomeroaurantiacus		JCM 4677
GCF_001542625.1	Streptomyces griseochromogenes		ATCC 14511
GCF_002028425.1	Streptomyces katrae		S3 4
GCF_018310535.1	Streptomyces mirabilis		P16B-1
GCF_002005225.1	Streptomyces pactum		ACT12
GCF_007363395.1	Streptomyces spectabilis		NRRL 2792
GCF_008704795.1	Streptomyces spectabilis		ATCC 27465
GCF_014701095.1	Streptomyces tuirus		JCM 4255
GCF_000695235.1	Streptomyces albulus		NK660
GCF_000935185.3	Streptomyces albulus		CK-15
GCF_000832305.1	Cupriavidus basilensis		4G11
GCF_008801925.2	Cupriavidus basilensis		DSM 11853
GCF_002850575.1	Enterobacter cancerogenus		CR-Eb1
GCF_009648915.1	Enterobacter cancerogenus		MiY-F
GCF_904425455.1	Enterobacter cancerogenus		UPC1
GCF_015565955.1	Microbacterium schleiferi		A32-1
GCF_002025645.1	Curtobacterium pusillum		AA3
GCF_001414055.1	Caulobacter henricii		CB4
GCF_900465055.1	Moritella yayanosii		DB21MT 5
GCF_002749615.1	Caulobacter mirabilis		FWC 38
GCF_902983995.1	Treponema socranskii	buccale	Marseille-CSURQ0203
GCF_000970375.1	Phytoplasma solani		284/09
GCF_008761555.1	Xanthomonas arboricola		pv. pruni 15-088
GCF_009363155.1	Azotobacter salinestris		KACC 13899
GCF_002119825.1	Macrococcus caseolyticus		IMD0819
GCF_016028795.1	Macrococcus caseolyticus		FDAARGOS_868
GCF_016127075.1	Macrococcus caseolyticus		FDAARGOS_1005
GCF_001618885.1	Staphylococcus condimenti		DSM 11674
GCF_001922405.1	Staphylococcus condimenti		StO 2014-01
GCF_016724565.1	Staphylococcus condimenti		FDAARGOS_1148
GCF_016889965.1	Staphylococcus condimenti		FDAARGOS_1205
GCF_900637235.1	Staphylococcus condimenti		NCTC13827
GCF_016607565.1	Acinetobacter variabilis		XM9F202-2
GCF_018409485.1	Acinetobacter variabilis		RYU24
GCF_009884975.1	Acinetobacter dispersus		NCCP 16014
GCF_000831585.1	Pseudomonas plecoglossicida		NyZ12
GCF_003391255.1	Pseudomonas plecoglossicida		XSDHY-P
GCF_013378035.1	Pseudomonas plecoglossicida		PQLYC4
GCF_002196535.1	Salmonella enterica	enterica serovar Minnesota	CFSAN017963
GCF_012931565.1	Mammaliicoccus vitulinus		Tienloo1
GCF_016725245.1	Mammaliicoccus vitulinus		FDAARGOS_1153
GCF_016766795.1	Mammaliicoccus vitulinus		FDAARGOS_1154
GCF_016889245.1	Mammaliicoccus vitulinus		FDAARGOS_1207
GCF_017792285.1	Mammaliicoccus vitulinus		Ani_LG-101
GCF_001275345.1	Kocuria palustris		MU14/1
GCF_002208685.2	Kocuria rhizophila		FDAARGOS_302
GCF_017723815.1	Kocuria rhizophila		28R2A-20
GCF_900637835.1	Kocuria rhizophila		NCTC8340
GCF_012648005.1	Bacillus mojavensis		UCMB5075
GCF_015074845.1	Bacillus mojavensis		LDFZ001
GCF_002113805.1	Bacillus vallismortis		NBIF-001
GCF_003667885.1	Bacillus vallismortis		Bac111
GCF_004116955.1	Bacillus vallismortis		DSM 11031
GCF_000742755.1	Klebsiella pneumoniae	pneumoniae	ATCC 43816 KPPR1
GCF_000775375.1	Klebsiella pneumoniae	pneumoniae	KPNIH33
GCF_000775395.1	Klebsiella pneumoniae	pneumoniae	KPNIH32
GCF_000784945.1	Klebsiella pneumoniae	pneumoniae	KPNIH29
GCF_000784985.1	Klebsiella pneumoniae	pneumoniae	KPNIH30
GCF_000785005.1	Klebsiella pneumoniae	pneumoniae	KPNIH31
GCF_001316565.3	Klebsiella pneumoniae	pneumoniae	ST101:960186733
GCF_001316945.3	Klebsiella pneumoniae	pneumoniae	ST2017:950142398
GCF_001521895.1	Klebsiella pneumoniae	pneumoniae	NUHL24835
GCF_001529935.1	Klebsiella pneumoniae	pneumoniae	RJF999
GCF_001530015.1	Klebsiella pneumoniae	pneumoniae	RJF293
GCF_001611055.1	Klebsiella pneumoniae	pneumoniae	TGH8
GCF_001611095.1	Klebsiella pneumoniae	pneumoniae	TGH10
GCF_001746535.1	Klebsiella pneumoniae	pneumoniae	TGH13
GCF_002007665.1	Klebsiella pneumoniae	pneumoniae	KPN_KPC_HUG_07
GCF_002163895.1	Klebsiella pneumoniae	pneumoniae	RJA166
GCF_002248115.2	Klebsiella pneumoniae	pneumoniae	KPCTRSRTH07
GCF_002249975.2	Klebsiella pneumoniae	pneumoniae	AUSMDU00008079
GCF_002251875.2	Klebsiella pneumoniae	pneumoniae	KPCTRSRTH01
GCF_002761515.1	Klebsiella pneumoniae	pneumoniae	H11
GCF_002852365.2	Klebsiella pneumoniae	pneumoniae	WCHKP015093
GCF_002852945.2	Klebsiella pneumoniae	pneumoniae	SCKP020046
GCF_002852975.2	Klebsiella pneumoniae	pneumoniae	SCKP020079
GCF_002853435.2	Klebsiella pneumoniae	pneumoniae	SCKP020143
GCF_002893825.1	Klebsiella pneumoniae	pneumoniae	GD4
GCF_002951555.1	Klebsiella pneumoniae	pneumoniae	BR7
GCF_002951595.1	Klebsiella pneumoniae	pneumoniae	BR21
GCF_002970375.3	Klebsiella pneumoniae	pneumoniae	CRK0298
GCF_003037615.2	Klebsiella pneumoniae	pneumoniae	SCKP040074
GCF_003285145.1	Klebsiella pneumoniae	pneumoniae	11219
GCF_003286975.1	Klebsiella pneumoniae	pneumoniae	12208
GCF_003286995.1	Klebsiella pneumoniae	pneumoniae	SC-7
GCF_003330945.1	Klebsiella pneumoniae	pneumoniae	KC-Pl-HB1
GCF_003850165.1	Klebsiella pneumoniae	pneumoniae	ARLG-3135
GCF_003855515.1	Klebsiella pneumoniae	pneumoniae	R210-2
GCF_004141975.1	Klebsiella pneumoniae	pneumoniae	CCRI-22199
GCF_005885775.1	Klebsiella pneumoniae	pneumoniae	KpvST15_NDM
GCF_009025895.1	Klebsiella pneumoniae	pneumoniae	BK13048
GCF_009867115.1	Klebsiella pneumoniae	pneumoniae	KP-8788
GCF_009909305.1	Klebsiella pneumoniae	pneumoniae	KUH-KPNHVL1
GCF_009909325.1	Klebsiella pneumoniae	pneumoniae	KUH-KPNHVF1
GCF_011752495.1	Klebsiella pneumoniae	pneumoniae	HB25-1
GCF_014123345.1	Klebsiella pneumoniae	pneumoniae	KP18069
GCF_014893885.1	Klebsiella pneumoniae	pneumoniae	PP3
GCF_014893915.1	Klebsiella pneumoniae	pneumoniae	PP4
GCF_014893935.1	Klebsiella pneumoniae	pneumoniae	PP8
GCF_016774435.1	Klebsiella pneumoniae	pneumoniae	RJBSI76
GCF_016774455.1	Klebsiella pneumoniae	pneumoniae	RJBSI76-pV
GCF_017301375.1	Klebsiella pneumoniae	pneumoniae	SA-KpST14
GCF_018310495.1	Klebsiella pneumoniae	pneumoniae	MRSN752165
GCF_018314145.1	Klebsiella pneumoniae	pneumoniae	kpn-hnqyy
GCF_018604765.1	Klebsiella pneumoniae	pneumoniae	90CM2
GCF_018623335.1	Klebsiella pneumoniae	pneumoniae	WGR351
GCF_002082135.1	Achromobacter ruhlandii		SCCH3:ACH 33-1365
GCF_001028645.1	Staphylococcus capitis	capitis	AYP1020
GCF_900637545.1	Aeromonas encheleia		NCTC12917
GCF_004328625.1	Streptomyces seoulensis		KCTC 9819
GCF_013364255.1	Streptomyces seoulensis		A01
GCF_002237555.1	Antarctobacter heliothermus		SMS3
GCF_011064825.1	Brevundimonas mediterranea		D151-2-6
GCF_002736145.1	Collinsella aerofaciens		indica
GCF_003856815.1	Collinsella aerofaciens		C11
GCF_005576555.1	Collinsella aerofaciens		P10wA7
GCF_902388175.1	Collinsella aerofaciens		MGYG-HGUT-02539
GCF_000012645.1	Prochlorococcus marinus		str. MIT 9312
GCF_000011485.1	Prochlorococcus marinus		str. MIT 9313 MIT9313
GCF_015992245.1	Halomonas campisalis		SS10-MC5
GCF_002804205.1	Entomoplasma freundtii		BARC 318
GCF_011106855.1	Pseudomonas balearica		EC28
GCF_016599775.1	Pseudomonas balearica		FDAARGOS_1013
GCF_001449005.1	Paraburkholderia caribensis		MWAP64
GCF_001611015.1	Paraburkholderia caribensis		Bcrs1W
GCF_002902945.1	Paraburkholderia caribensis		DSM 13236
GCF_013378095.1	Paraburkholderia caribensis		852011
GCF_001983975.1	Streptomyces autolyticus		CGMCC0516
GCF_004519465.1	Saccharomonospora xinjiangensis		31sw
GCF_000092605.1	Thiomonas intermedia		K12
GCF_900289045.1	Micropruina glycogenica		1
GCF_003952245.1	Pseudomonas libanensis		DMSP-1
GCF_900101035.1	Pseudomonas libanensis		DSM 17149
GCF_900106065.1	Pseudomonas mandelii		LMG 21607
GCF_002139915.1	Campylobacter lanienae		NCTC 13003
